Id;Id_bat;Time;x1;x2;x3;x4;x5
94;1;2016-01-04 22:00:00;1.5;6.4;21.7;590.6;120.0
95;1;2016-01-04 23:00:00;1.3;6.2;21.5;559.35;120.0
96;1;2016-01-05 00:00:00;1.5;6.0;21.3;541.633;120.0
97;1;2016-01-05 01:00:00;1.6;6.2;21.2;513.533;120.0
98;1;2016-01-05 02:00:00;1.3;6.1;21.1;491.65;120.0
99;1;2016-01-05 03:00:00;1.5;5.9;20.9;474.967;120.0
100;1;2016-01-05 04:00:00;1.6;6.2;20.8;457.283;120.0
101;1;2016-01-05 05:00:00;1.6;5.8;20.8;443.717;120.0
102;1;2016-01-05 06:00:00;1.2;6.0;21.1;431.217;120.0
103;1;2016-01-05 07:00:00;1.5;6.4;21.4;437.483;120.0
104;1;2016-01-05 08:00:00;5.4;6.4;21.7;456.217;120.0
105;1;2016-01-05 09:00:00;17.7;6.6;22.2;490.6;120.0
106;1;2016-01-05 10:00:00;17.8;7.1;22.6;573.933;128.662
107;1;2016-01-05 11:00:00;18.0;7.8;22.6;622.883;218.998
108;1;2016-01-05 12:00:00;17.8;8.5;22.7;631.2330000000002;404.624
109;1;2016-01-05 13:00:00;17.6;8.7;22.7;612.4830000000002;357.598
110;1;2016-01-05 14:00:00;17.8;9.0;22.8;636.45;527.137
111;1;2016-01-05 15:00:00;17.7;9.2;22.8;660.383;288.2990000000001
112;1;2016-01-05 16:00:00;17.9;9.2;22.9;680.2;194.249
113;1;2016-01-05 17:00:00;17.9;8.1;23.0;688.5169999999998;132.373
114;1;2016-01-05 18:00:00;17.8;7.8;22.9;633.3;120.0
115;1;2016-01-05 19:00:00;13.7;7.8;22.9;553.1;120.0
116;1;2016-01-05 20:00:00;1.6;7.8;22.5;689.55;120.0
117;1;2016-01-05 21:00:00;1.4;7.9;22.3;654.133;120.0
118;1;2016-01-05 22:00:00;1.6;7.6;22.1;610.4;120.0
119;1;2016-01-05 23:00:00;1.3;7.3;22.0;582.2669999999998;120.0
120;1;2016-01-06 00:00:00;1.6;7.3;21.9;556.2330000000002;120.0
121;1;2016-01-06 01:00:00;1.5;7.4;21.8;533.317;120.0
122;1;2016-01-06 02:00:00;1.4;7.4;21.7;516.65;120.0
123;1;2016-01-06 03:00:00;1.6;7.4;21.6;497.883;120.0
124;1;2016-01-06 04:00:00;1.4;7.5;21.6;480.18300000000005;120.0
125;1;2016-01-06 05:00:00;1.4;7.4;21.6;457.267;120.0
126;1;2016-01-06 06:00:00;1.4;7.3;21.8;453.117;120.0
127;1;2016-01-06 07:00:00;1.6;7.3;22.0;452.067;120.0
128;1;2016-01-06 08:00:00;5.3;7.3;22.1;465.6;120.0
129;1;2016-01-06 09:00:00;16.8;7.4;22.4;496.833;120.0
130;1;2016-01-06 10:00:00;16.7;7.4;22.7;570.817;121.237
131;1;2016-01-06 11:00:00;16.6;7.9;22.7;627.05;212.811
132;1;2016-01-06 12:00:00;16.8;8.6;22.7;639.567;374.925
133;1;2016-01-06 13:00:00;16.8;9.6;22.8;596.8330000000002;389.774
134;1;2016-01-06 14:00:00;16.8;9.8;22.9;653.1;320.474
135;1;2016-01-06 15:00:00;16.8;9.8;23.0;679.133;248.698
136;1;2016-01-06 16:00:00;16.8;9.4;23.2;684.35;320.474
137;1;2016-01-06 17:00:00;17.3;9.4;23.2;679.133;148.46200000000005
138;1;2016-01-06 18:00:00;16.8;8.8;23.2;638.533;120.0
139;1;2016-01-06 19:00:00;13.2;8.2;23.1;568.7330000000002;120.0
140;1;2016-01-06 20:00:00;1.5;8.0;22.9;706.217;120.0
141;1;2016-01-06 21:00:00;1.5;7.5;22.7;677.05;120.0
142;1;2016-01-06 22:00:00;1.4;7.5;22.4;632.283;120.0
143;1;2016-01-06 23:00:00;1.5;7.2;22.3;607.2669999999998;120.0
144;1;2016-01-07 00:00:00;1.4;6.9;22.2;574.967;120.0
145;1;2016-01-07 01:00:00;1.7;6.9;22.1;547.883;120.0
146;1;2016-01-07 02:00:00;1.3;7.0;22.0;534.35;120.0
147;1;2016-01-07 03:00:00;1.6;7.2;21.9;508.3;120.0
148;1;2016-01-07 04:00:00;1.5;7.1;21.8;491.667;120.0
149;1;2016-01-07 05:00:00;1.3;7.0;21.7;473.917;120.0
150;1;2016-01-07 06:00:00;1.6;7.1;22.0;459.333;120.0
151;1;2016-01-07 07:00:00;1.3;7.1;22.2;461.417;120.0
152;1;2016-01-07 08:00:00;5.1;6.8;22.3;480.2;120.0
153;1;2016-01-07 09:00:00;16.8;6.7;22.6;494.783;120.0
154;1;2016-01-07 10:00:00;16.8;6.8;22.9;573.9169999999998;120.0
155;1;2016-01-07 11:00:00;16.9;7.9;22.9;637.4830000000002;159.599
156;1;2016-01-07 12:00:00;16.5;10.9;23.2;618.7330000000002;847.6489999999999
157;1;2016-01-07 13:00:00;16.5;11.8;23.2;568.7330000000002;305.624
158;1;2016-01-07 14:00:00;15.8;11.3;23.3;573.933;292.012
159;1;2016-01-07 15:00:00;16.3;11.1;23.5;609.35;597.673
160;1;2016-01-07 16:00:00;16.1;10.9;23.7;630.2;350.1740000000001
161;1;2016-01-07 17:00:00;16.3;9.9;23.8;622.867;132.374
162;1;2016-01-07 18:00:00;15.8;8.7;23.7;573.933;120.0
163;1;2016-01-07 19:00:00;12.7;8.4;23.5;530.183;120.0
164;1;2016-01-07 20:00:00;1.4;7.8;23.3;734.3330000000002;120.0
165;1;2016-01-07 21:00:00;1.4;7.3;22.8;667.6669999999998;120.0
166;1;2016-01-07 22:00:00;1.5;6.7;22.4;627.05;120.0
167;1;2016-01-07 23:00:00;1.4;6.4;22.3;591.6669999999998;120.0
168;1;2016-01-08 00:00:00;1.7;6.1;22.2;567.683;120.0
169;1;2016-01-08 01:00:00;1.3;6.0;22.1;548.9169999999998;120.0
170;1;2016-01-08 02:00:00;1.5;5.6;22.0;524.9830000000002;120.0
171;1;2016-01-08 03:00:00;1.5;5.3;21.9;512.4830000000002;120.0
172;1;2016-01-08 04:00:00;1.5;4.5;21.8;496.85;120.0
173;1;2016-01-08 05:00:00;1.5;3.6;21.7;485.4;120.0
174;1;2016-01-08 06:00:00;1.4;3.7;21.7;487.467;120.0
175;1;2016-01-08 07:00:00;1.4;3.9;21.8;488.5;120.0
176;1;2016-01-08 08:00:00;1.7;4.0;21.8;551.0169999999998;120.0
177;1;2016-01-08 09:00:00;4.0;4.0;21.9;635.383;120.0
178;1;2016-01-08 10:00:00;16.2;4.3;22.3;590.5830000000002;209.099
179;1;2016-01-08 11:00:00;16.4;5.4;22.6;643.7330000000002;348.936
180;1;2016-01-08 12:00:00;16.6;6.0;22.8;650.0;556.836
181;1;2016-01-08 13:00:00;16.3;7.2;23.0;595.8;513.524
182;1;2016-01-08 14:00:00;16.3;8.3;23.1;627.067;657.073
183;1;2016-01-08 15:00:00;16.6;8.3;23.3;645.8;555.599
184;1;2016-01-08 16:00:00;16.4;8.1;23.3;673.933;247.461
185;1;2016-01-08 17:00:00;16.3;7.9;23.3;656.2330000000002;131.137
186;1;2016-01-08 18:00:00;16.3;7.5;23.3;606.217;120.0
187;1;2016-01-08 19:00:00;12.5;7.1;23.1;554.15;120.0
188;1;2016-01-08 20:00:00;1.6;6.6;23.0;665.617;120.0
189;1;2016-01-08 21:00:00;1.4;6.6;22.7;632.2669999999998;120.0
190;1;2016-01-08 22:00:00;1.6;5.6;22.6;599.967;120.0
191;1;2016-01-08 23:00:00;1.4;5.0;22.4;581.2330000000002;120.0
192;1;2016-01-09 00:00:00;1.5;5.6;22.3;557.2669999999998;120.0
193;1;2016-01-09 01:00:00;1.6;5.4;22.2;536.433;120.0
194;1;2016-01-09 02:00:00;1.3;4.9;22.1;524.9830000000002;120.0
195;1;2016-01-09 03:00:00;1.6;4.5;22.0;502.067;120.0
196;1;2016-01-09 04:00:00;1.3;4.2;21.9;494.767;120.0
197;1;2016-01-09 05:00:00;1.5;4.7;21.8;473.917;120.0
198;1;2016-01-09 06:00:00;1.4;5.5;21.7;467.68300000000005;120.0
199;1;2016-01-09 07:00:00;1.5;6.2;21.7;463.517;120.0
200;1;2016-01-09 08:00:00;1.7;6.6;21.7;448.917;120.0
201;1;2016-01-09 09:00:00;1.3;7.0;21.6;443.733;120.0
202;1;2016-01-09 10:00:00;1.3;7.7;21.6;437.483;120.0
203;1;2016-01-09 11:00:00;1.7;8.8;21.4;427.05;298.199
204;1;2016-01-09 12:00:00;1.3;10.1;21.5;414.567;779.586
205;1;2016-01-09 13:00:00;1.5;10.6;21.6;410.383;483.823
206;1;2016-01-09 14:00:00;1.6;11.3;21.7;396.85;535.798
207;1;2016-01-09 15:00:00;1.3;11.3;21.8;396.833;613.761
208;1;2016-01-09 16:00:00;1.6;11.1;21.8;394.75;296.961
209;1;2016-01-09 17:00:00;1.3;10.6;21.8;393.717;157.124
210;1;2016-01-09 18:00:00;1.6;10.0;21.7;384.367;120.0
211;1;2016-01-09 19:00:00;1.4;10.4;21.7;387.483;120.0
212;1;2016-01-09 20:00:00;1.4;10.3;21.6;380.167;120.0
213;1;2016-01-09 21:00:00;1.5;10.2;21.6;382.267;120.0
214;1;2016-01-09 22:00:00;1.3;9.8;21.5;381.217;120.0
215;1;2016-01-09 23:00:00;1.6;8.0;21.5;372.883;120.0
216;1;2016-01-10 00:00:00;1.5;7.3;21.4;373.95;120.0
217;1;2016-01-10 01:00:00;1.3;7.5;21.4;368.733;120.0
218;1;2016-01-10 02:00:00;1.7;7.8;21.3;367.68300000000005;120.0
219;1;2016-01-10 03:00:00;1.4;7.2;21.3;370.817;120.0
220;1;2016-01-10 04:00:00;1.4;6.3;21.2;360.383;120.0
221;1;2016-01-10 05:00:00;1.5;6.0;21.2;363.533;120.0
222;1;2016-01-10 06:00:00;1.4;5.6;21.2;364.567;120.0
223;1;2016-01-10 07:00:00;1.6;5.2;21.1;363.517;120.0
224;1;2016-01-10 08:00:00;1.3;5.1;21.0;360.4;120.0
225;1;2016-01-10 09:00:00;1.5;5.0;21.0;364.567;120.0
226;1;2016-01-10 10:00:00;1.6;5.4;20.9;362.467;183.112
227;1;2016-01-10 11:00:00;1.3;6.7;20.9;361.417;217.761
228;1;2016-01-10 12:00:00;1.4;8.1;20.9;358.283;367.499
229;1;2016-01-10 13:00:00;1.5;8.0;20.9;357.283;178.16099999999997
230;1;2016-01-10 14:00:00;1.5;8.1;21.0;355.18300000000005;358.836
231;1;2016-01-10 15:00:00;1.4;7.9;21.0;356.233;476.399
232;1;2016-01-10 16:00:00;1.4;7.4;21.0;354.15;157.124
233;1;2016-01-10 17:00:00;1.6;6.4;21.0;354.15;121.237
234;1;2016-01-10 18:00:00;1.4;5.5;20.9;355.18300000000005;120.0
235;1;2016-01-10 19:00:00;1.5;4.8;20.9;355.18300000000005;100.0
236;1;2016-01-10 20:00:00;1.4;4.4;20.8;359.35;20.0
237;1;2016-01-10 21:00:00;1.5;4.1;20.8;357.267;20.0
238;1;2016-01-10 22:00:00;1.6;4.5;20.7;356.25;20.0
239;1;2016-01-10 23:00:00;1.2;4.4;20.7;360.4;20.0
240;1;2016-01-11 00:00:00;1.8;4.8;20.6;357.267;20.0
241;1;2016-01-11 01:00:00;1.2;6.0;20.6;363.5;20.0
242;1;2016-01-11 02:00:00;1.7;6.6;20.6;355.18300000000005;20.0
243;1;2016-01-11 03:00:00;1.3;6.8;20.6;357.267;20.0
244;1;2016-01-11 04:00:00;1.5;7.1;20.6;358.3;20.0
245;1;2016-01-11 05:00:00;8.9;7.2;20.8;354.15;20.0
246;1;2016-01-11 06:00:00;11.6;6.7;21.2;363.517;20.0
247;1;2016-01-11 07:00:00;11.9;6.7;21.6;359.35;20.0
248;1;2016-01-11 08:00:00;13.8;7.0;21.7;384.333;20.0
249;1;2016-01-11 09:00:00;17.8;7.4;22.3;459.35;20.0
250;1;2016-01-11 10:00:00;17.5;7.6;22.5;538.5169999999998;26.187
251;1;2016-01-11 11:00:00;17.7;7.7;22.5;592.683;24.95
252;1;2016-01-11 12:00:00;17.7;7.1;22.7;604.15;36.087
253;1;2016-01-11 13:00:00;17.8;7.9;22.7;580.183;47.225
254;1;2016-01-11 14:00:00;17.5;8.4;22.8;619.7669999999998;48.462
255;1;2016-01-11 15:00:00;17.8;8.8;22.9;636.433;42.275
256;1;2016-01-11 16:00:00;17.6;9.1;23.1;657.25;39.8
257;1;2016-01-11 17:00:00;17.7;8.8;23.1;660.383;20.0
258;1;2016-01-11 18:00:00;17.7;8.0;23.1;617.683;20.0
259;1;2016-01-11 19:00:00;13.7;7.9;22.9;524.9830000000002;20.0
260;1;2016-01-11 20:00:00;1.5;7.7;22.7;672.9;20.0
261;1;2016-01-11 21:00:00;1.4;7.1;22.4;619.783;20.0
262;1;2016-01-11 22:00:00;1.5;7.3;22.2;581.217;20.0
263;1;2016-01-11 23:00:00;1.6;7.2;22.1;568.7330000000002;20.0
264;1;2016-01-12 00:00:00;1.2;7.1;21.9;542.683;20.0
265;1;2016-01-12 01:00:00;1.4;7.0;21.9;522.883;20.0
266;1;2016-01-12 02:00:00;1.5;6.5;21.7;504.15;20.0
267;1;2016-01-12 03:00:00;1.4;5.7;21.7;480.18300000000005;20.0
268;1;2016-01-12 04:00:00;1.4;6.0;21.6;462.483;20.0
269;1;2016-01-12 05:00:00;1.6;6.8;21.5;452.033;20.0
270;1;2016-01-12 06:00:00;1.5;6.9;21.8;451.033;20.0
271;1;2016-01-12 07:00:00;1.3;6.5;22.1;447.9;20.0
272;1;2016-01-12 08:00:00;5.0;6.1;22.2;463.517;20.0
273;1;2016-01-12 09:00:00;16.6;6.6;22.4;489.533;20.0
274;1;2016-01-12 10:00:00;16.8;7.1;22.7;573.933;67.025
275;1;2016-01-12 11:00:00;16.8;7.4;22.7;634.35;49.7
276;1;2016-01-12 12:00:00;16.6;8.2;22.7;626.0;78.16199999999998
277;1;2016-01-12 13:00:00;16.7;8.1;22.8;602.067;107.862
278;1;2016-01-12 14:00:00;16.8;7.7;22.8;652.05;192.012
279;1;2016-01-12 15:00:00;16.6;7.6;23.0;667.6669999999998;75.687
280;1;2016-01-12 16:00:00;17.1;7.4;23.1;670.817;42.275
281;1;2016-01-12 17:00:00;16.4;6.7;23.1;664.567;20.0
282;1;2016-01-12 18:00:00;16.8;6.3;23.0;613.5169999999998;20.0
283;1;2016-01-12 19:00:00;12.9;6.4;22.9;540.6;20.0
284;1;2016-01-12 20:00:00;1.5;6.5;22.6;664.55;20.0
285;1;2016-01-12 21:00:00;1.6;5.8;22.2;628.1;20.0
286;1;2016-01-12 22:00:00;1.5;5.9;21.9;581.2330000000002;20.0
287;1;2016-01-12 23:00:00;1.4;5.5;21.8;564.55;20.0
288;1;2016-01-13 00:00:00;1.5;5.7;21.7;531.2330000000002;20.0
289;1;2016-01-13 01:00:00;1.6;5.7;21.5;507.267;20.0
290;1;2016-01-13 02:00:00;1.5;5.8;21.5;488.5;20.0
291;1;2016-01-13 03:00:00;1.4;6.3;21.4;471.85;20.0
292;1;2016-01-13 04:00:00;1.5;5.9;21.3;459.333;20.0
293;1;2016-01-13 05:00:00;1.4;6.0;21.3;452.05;20.0
294;1;2016-01-13 06:00:00;1.5;5.6;21.6;446.833;20.0
295;1;2016-01-13 07:00:00;1.5;5.4;21.9;444.75;20.0
296;1;2016-01-13 08:00:00;3.5;4.3;22.1;463.5;20.0
297;1;2016-01-13 09:00:00;6.9;3.6;22.3;504.15;20.0
298;1;2016-01-13 10:00:00;6.8;4.3;22.6;605.183;45.987
299;1;2016-01-13 11:00:00;6.9;5.0;22.5;691.633;88.06200000000003
300;1;2016-01-13 12:00:00;8.1;6.1;22.6;735.383;104.15
301;1;2016-01-13 13:00:00;12.1;6.3;22.7;697.883;91.775
302;1;2016-01-13 14:00:00;12.2;6.8;22.8;696.85;81.875
303;1;2016-01-13 15:00:00;12.3;6.9;23.0;708.3;74.45
304;1;2016-01-13 16:00:00;12.7;7.3;23.2;728.0830000000002;45.987
305;1;2016-01-13 17:00:00;12.4;6.7;23.3;708.317;20.0
306;1;2016-01-13 18:00:00;12.4;5.7;23.2;662.467;20.0
307;1;2016-01-13 19:00:00;8.8;4.8;22.9;609.35;20.0
308;1;2016-01-13 20:00:00;1.6;4.5;22.7;742.6669999999998;20.0
309;1;2016-01-13 21:00:00;1.4;4.0;22.3;687.467;20.0
310;1;2016-01-13 22:00:00;1.7;3.6;22.0;661.45;20.0
311;1;2016-01-13 23:00:00;1.2;3.4;21.9;652.067;20.0
312;1;2016-01-14 00:00:00;1.5;3.6;21.8;627.067;20.0
313;1;2016-01-14 01:00:00;1.6;3.4;21.7;598.933;20.0
314;1;2016-01-14 02:00:00;1.3;3.2;21.6;574.967;20.0
315;1;2016-01-14 03:00:00;1.7;3.7;21.5;552.05;20.0
316;1;2016-01-14 04:00:00;1.4;3.9;21.4;531.217;20.0
317;1;2016-01-14 05:00:00;1.6;4.2;21.4;515.6;20.0
318;1;2016-01-14 06:00:00;1.5;4.3;21.7;492.68300000000005;20.0
319;1;2016-01-14 07:00:00;1.4;4.2;21.9;451.017;20.0
320;1;2016-01-14 08:00:00;2.2;4.3;22.1;523.9169999999998;20.0
321;1;2016-01-14 09:00:00;3.5;4.2;22.4;672.883;20.0
322;1;2016-01-14 10:00:00;7.1;4.6;22.6;939.55;20.0
323;1;2016-01-14 11:00:00;16.8;4.7;22.6;734.367;67.025
324;1;2016-01-14 12:00:00;16.9;5.6;22.8;710.4;55.887
325;1;2016-01-14 13:00:00;16.9;7.0;22.8;657.25;39.8
326;1;2016-01-14 14:00:00;16.6;7.5;23.0;671.8330000000002;50.937
327;1;2016-01-14 15:00:00;16.7;7.9;23.2;690.6;23.712
328;1;2016-01-14 16:00:00;16.9;6.1;23.4;723.933;20.0
329;1;2016-01-14 17:00:00;16.9;5.5;23.4;705.183;20.0
330;1;2016-01-14 18:00:00;16.8;5.4;23.3;659.367;20.0
331;1;2016-01-14 19:00:00;11.8;5.5;23.1;619.7669999999998;20.0
332;1;2016-01-14 20:00:00;1.5;4.6;22.9;709.367;20.0
333;1;2016-01-14 21:00:00;1.4;4.6;22.2;655.2;20.0
334;1;2016-01-14 22:00:00;1.6;4.5;21.9;623.933;20.0
335;1;2016-01-14 23:00:00;1.3;4.0;21.8;596.85;20.0
336;1;2016-01-15 00:00:00;1.6;4.1;21.6;569.7669999999998;20.0
337;1;2016-01-15 01:00:00;1.5;3.5;21.5;549.967;20.0
338;1;2016-01-15 02:00:00;1.3;3.4;21.4;526.0169999999998;20.0
339;1;2016-01-15 03:00:00;1.7;3.0;21.2;504.133;20.0
340;1;2016-01-15 04:00:00;1.4;2.7;21.2;485.383;20.0
341;1;2016-01-15 05:00:00;1.6;2.6;21.1;472.9;20.0
342;1;2016-01-15 06:00:00;1.5;3.1;21.5;471.85;20.0
343;1;2016-01-15 07:00:00;1.4;2.7;21.8;473.917;20.0
344;1;2016-01-15 08:00:00;2.2;2.8;22.0;513.5;20.0
345;1;2016-01-15 09:00:00;3.7;2.7;22.5;609.35;20.0
346;1;2016-01-15 10:00:00;3.6;2.7;22.7;743.7330000000002;36.087
347;1;2016-01-15 11:00:00;5.2;2.9;22.5;943.733;69.5
348;1;2016-01-15 12:00:00;5.8;3.7;22.8;971.833;125.187
349;1;2016-01-15 13:00:00;5.8;5.1;22.9;1004.167;57.125
350;1;2016-01-15 14:00:00;6.0;5.5;23.1;1086.417;54.65
351;1;2016-01-15 15:00:00;5.7;5.3;23.3;1230.167;34.85
352;1;2016-01-15 16:00:00;6.2;5.2;23.5;1309.367;33.611999999999995
353;1;2016-01-15 17:00:00;5.9;4.7;23.4;1318.717;20.0
354;1;2016-01-15 18:00:00;4.3;4.2;23.3;1235.4;20.0
355;1;2016-01-15 19:00:00;2.6;3.8;23.1;1128.1;20.0
356;1;2016-01-15 20:00:00;1.4;3.7;22.8;1014.567;20.0
357;1;2016-01-15 21:00:00;1.7;3.5;22.5;916.65;20.0
358;1;2016-01-15 22:00:00;1.3;3.5;22.2;822.9;20.0
359;1;2016-01-15 23:00:00;1.5;3.1;22.1;767.683;20.0
360;1;2016-01-16 00:00:00;1.5;3.4;21.8;724.967;20.0
361;1;2016-01-16 01:00:00;1.6;2.8;21.7;674.9830000000002;20.0
362;1;2016-01-16 02:00:00;1.4;3.0;21.6;640.6;20.0
363;1;2016-01-16 03:00:00;1.5;2.5;21.5;613.5169999999998;20.0
364;1;2016-01-16 04:00:00;1.6;2.4;21.4;580.183;20.0
365;1;2016-01-16 05:00:00;1.4;2.5;21.3;558.3;20.0
366;1;2016-01-16 06:00:00;1.4;1.7;21.1;542.683;20.0
367;1;2016-01-16 07:00:00;1.6;1.2;21.1;529.133;20.0
